-35778.68168151227,-16873.16127112438,2733.1915822066767,-11110.434147570739,-7227.556610639221,-75508.55448417325,56395.99289352864,18314.069441102805,-12201.716917538199,57993.699680403406
-14916.35816254857,16809.546654347134,6084.743365391369,51303.5422839504,59872.353853572706,-93709.3058894953,54203.18699982617,-22629.54718606022,4829.277325984364,59317.93486251071
90320.11698904664,-22794.19494281309,-42057.62256969595,-63145.58788101083,-28515.20833280425,-43377.32437232392,12637.689106257025,-1866.514346653265,24895.821982960337,3400.3975035426083
37376.80748601572,-3643.1645948628307,3815.6283314914276,-7882.27503839097,-39981.02267551629,-17105.774409628753,17014.409909760954,22363.413449390573,41510.58288670688,93094.28366530011
15322.170505744298,-65652.79576300652,33288.16030684557,41711.83151352112,-27756.720022790716,14054.532943926997,33308.99335086228,11646.492559360082,2185.0751098073947,132955.3283476699
56771.041640974705,35288.10303436681,-21014.17261301352,-53672.293215749,-50507.10584885101,5878.816043673205,-40958.7884779179,-39440.65103944912,-923.7690505899322,127250.61100674859
-6067.214910992657,20160.199676744873,10185.1334982332,-63432.59026718331,2064.2748664704695,-102710.92298902813,19310.485722647496,9289.951008712293,-46610.14538681558,41680.52863274429
39722.2613557928,-66672.25266093768,-37140.35289306269,-24860.32208599102,35197.761164836316,37359.345225737256,-21105.242926344188,87790.72517096906,-3780.4115472375315,47422.215990816694
39436.99291818317,12740.588945748079,30395.621771483897,-45029.509622356556,52546.39547377252,-42189.84843599939,-3138.101580825769,14691.69732458384,27837.37951655581,96150.08414019253
-4022.755139139562,3680.6644483080127,-34600.51844668317,-30132.105048490375,-58919.11000346034,-74035.61623155147,-6355.789234077787,52702.07561827067,-78496.53193873989,69001.57364899837
4181.81984206499,-53355.54554818851,48767.27668916438,17591.945144293528,-43231.931032574794,-105784.85908876307,-10371.645128251701,14226.38174636009,18361.291600446915,2519.026481608382
-2830.8016049272,-25623.77570945232,-13799.089226630476,19664.34036864854,10804.37776219673,-13718.546506295537,-14874.2829206961,20351.00660168026,40331.921714851684,44662.80871337385
24917.65530520786,-31812.099477872205,-53208.32239230861,-44324.822221874645,-5571.568065547218,-59509.67728995584,16919.611616895505,26713.081296190634,-52382.23761885639,80921.9344854013
35900.337615889664,15097.810990794,25413.988397159304,58163.47501416235,-57757.30426305404,-70705.3651771611,-44658.304453339864,75096.69874914963,-9075.016319893599,122024.86635774431
-37460.75455011812,-6757.364137011073,31436.862566618674,41330.69848880144,-33268.46156016743,-74011.27808325268,-32943.64497865864,13810.474270731025,20181.007003964733,17710.004074888784
9088.82631328813,-74882.11588547609,35529.09169100947,-33097.85332616532,32389.819454111108,-94627.77080291134,-1254.7498237257078,-4858.396796538585,-8389.812102947508,18372.51516594383
1999.5381253535775,-9968.086585394196,17633.277963233373,4310.623636367561,-6966.789110684575,-55033.613484358604,-11790.171277916857,45628.28195675852,3156.043017766714,14790.86027007669
13059.32405360314,-43890.54228534792,-38020.56922064445,-5336.939243752355,-16879.193137371843,-50033.045019515645,-23156.217474831697,-8410.389114051595,-82911.44902187036,57326.00911229102
29671.503932637544,-72662.08544763195,-30336.7945581917,-55843.14173293394,-48240.03628477772,-32246.116437367218,33594.501027950064,-23796.164102416667,-7055.321424121292,-17376.741585417712
18356.063888919838,-3770.150843040945,3499.8757084254653,-38514.637934361774,-20507.963315051475,-73640.75923499532,-20453.66153768589,-140.2662351659285,43543.7574721848,32564.152475249728
-33955.45489828354,-19472.412427130716,60321.04407245165,-3585.1500142841896,36938.84851191405,19465.88615407285,2499.045334228552,18278.25216976646,49181.390956707655,32073.224472693626
63474.55603976778,-21124.734605754515,-69046.61115541219,25013.72060286253,15106.992330310466,14836.43593855427,-6718.19763982467,-7307.987059374177,47386.313182979946,18448.585712638305
50317.94756613575,6529.05649014122,-51179.396811117396,7570.177228655218,-31957.01984783024,122.98136537074652,10789.149380152452,-6631.707838142093,21944.585321081453,90651.43898467963
-16530.58968730887,20062.44017023513,2182.7828165426395,835.37061316997,-8833.76005690532,-17991.408515837105,-53582.70143336429,22243.291697598357,54810.72413184962,31569.79292825731
-14124.685393807644,-32644.433200438994,7265.0489046712455,-47745.70231981178,24148.273567814318,-71418.26175161467,-9766.014445132998,43704.20380102477,-18822.110831886508,-14956.252099836885
43218.12081011063,-53395.71084679718,-12847.386860154169,-84.13834895327818,-1410.9515023898011,-119512.36468084935,-656.0272358959378,19694.930638481987,-5327.572677109144,95428.18110381512
-7344.105073335048,-45065.99522851984,-14462.31343314201,-12954.85804034596,-21095.534305221525,26583.475768566197,60673.944078024564,20977.598704519485,57715.12309868448,25636.19337418912
-5474.040733303601,21507.78499911401,-33922.37884226609,-3447.281386593547,20317.41321984684,-10364.7129232865,26252.926646304608,40174.086620817965,33594.5259173134,69806.76912153841
-25969.264135929436,-8919.958179364658,-13110.797464573108,41003.78169924795,-9519.799032049224,-28581.238102757496,-2071.787603975331,54267.18710008698,24289.36386734522,24768.9394683956
18468.77089457821,-10.92079260570381,-46279.89727334591,19658.704019690595,-30224.05250213217,-2622.5705402158546,11457.742819061192,17315.076571544985,29858.64960932436,19999.937649145286
-25107.226636111805,11021.148897785719,8960.466598270978,29508.731010095267,-7092.412596579365,-82908.62402549744,-17373.967124317263,-5230.614363319482,23736.56043389402,61772.58587285
41049.136123356184,27564.878514236625,-31587.96136757722,44247.688181399615,32791.42814577263,-60841.32511198427,3263.865435948556,-33427.16926243975,7331.450231353709,69689.01620388593
